"id","experience","job_type","location","min_salary","max_salary","company_name_encoded","key_skills","key_skills_id"
11827,"8-13 yrs","Analytics","Bengaluru",10,15,980,"hadoop",8
11827,"8-13 yrs","Analytics","Bengaluru",10,15,980,"big data",2
11838,"10-18 yrs","Analytics","Delhi NCR, Gurgaon",6,10,16,"analytics",1
11838,"10-18 yrs","Analytics","Delhi NCR, Gurgaon",6,10,16,"python",16
11838,"10-18 yrs","Analytics","Delhi NCR, Gurgaon",6,10,16,"r",17
11839,"8-12 yrs","Analytics","Pune",25,50,4904,"analytics",1
11844,"10-20 yrs",NA,"Greater Noida",25,50,4384,"machine learning",9
11845,"4-6 yrs","Analytics","Bengaluru",6,10,1969,"r",17
11845,"4-6 yrs","Analytics","Bengaluru",6,10,1969,"analytics",1
11848,"3-8 yrs","Analytics","Bengaluru",10,15,3383,"sql",19
11849,"5-10 yrs","Analytics","Bengaluru",10,15,714,"r",17
11851,"2-7 yrs",NA,"Pune",15,25,297,"python",16
11857,"3-6 yrs",NA,"Bengaluru",10,15,1765,"sql",19
11865,"5-10 yrs",NA,"Hyderabad",10,15,853,"machine learning",9
11865,"5-10 yrs",NA,"Hyderabad",10,15,853,"python",16
11865,"5-10 yrs",NA,"Hyderabad",10,15,853,"sql",19
11867,"3-8 yrs",NA,"Pune, United States (U.S)",6,10,2015,"sql",19
11867,"3-8 yrs",NA,"Pune, United States (U.S)",6,10,2015,"model development",13
11868,"2-5 yrs","Analytics","Mumbai",10,15,4505,"data science",5
11871,"9-13 yrs","Analytics","Mumbai",6,10,1904,"r",17
11871,"9-13 yrs","Analytics","Mumbai",6,10,1904,"machine learning",9
11871,"9-13 yrs","Analytics","Mumbai",6,10,1904,"python",16
11889,"7-12 yrs",NA,"Ahmedabad",15,25,1445,"regression testing",18
11899,"6-10 yrs","Analytics","Gurgaon",10,15,2906,"hadoop",8
11899,"6-10 yrs","Analytics","Gurgaon",10,15,2906,"big data analytics",3
11899,"6-10 yrs","Analytics","Gurgaon",10,15,2906,"r",17
11901,"10-15 yrs","Analytics","Mumbai, Bengaluru, Pune",15,25,3319,"machine learning",9
11901,"10-15 yrs","Analytics","Mumbai, Bengaluru, Pune",15,25,3319,"r",17
11901,"10-15 yrs","Analytics","Mumbai, Bengaluru, Pune",15,25,3319,"data science",5
11907,"5-8 yrs","analytics","Bengaluru",15,25,1438,"python",16
11909,"5-10 yrs",NA,"Bengaluru",6,10,1897,"r",17
11917,"8-13 yrs","Analytics","Delhi NCR, Mumbai, Bengaluru",15,25,2574,"analytics",1
11923,"9-11 yrs","Analytics","Bengaluru",25,50,2714,"analytics",1
11923,"9-11 yrs","Analytics","Bengaluru",25,50,2714,"data science",5
11930,"7-11 yrs",NA,"Gurgaon, Gurugram",15,25,1970,"model development",13
11930,"7-11 yrs",NA,"Gurgaon, Gurugram",15,25,1970,"sql",19
11934,"3-5 yrs",NA,"Hyderabad",15,25,5003,"python",16
11934,"3-5 yrs",NA,"Hyderabad",15,25,5003,"machine learning",9
11938,"4-6 yrs",NA,"Mysore",0,3,233,"machine learning",9
11938,"4-6 yrs",NA,"Mysore",0,3,233,"python",16
11938,"4-6 yrs",NA,"Mysore",0,3,233,"r",17
11944,"2-6 yrs",NA,"Bengaluru",10,15,2142,"machine learning",9
11944,"2-6 yrs",NA,"Bengaluru",10,15,2142,"r",17
11944,"2-6 yrs",NA,"Bengaluru",10,15,2142,"python",16
11944,"2-6 yrs",NA,"Bengaluru",10,15,2142,"sql",19
11950,"5-8 yrs",NA,"Bengaluru",6,10,3810,"sql",19
11950,"5-8 yrs",NA,"Bengaluru",6,10,3810,"python",16
11954,"4-9 yrs",NA,"Gurgaon",10,15,4636,"machine learning",9
11958,"8-13 yrs","Analytics","Delhi NCR, Mumbai, Bengaluru",10,15,3319,"analytics",1
11967,"8-13 yrs","analytics","Bengaluru",25,50,2973,"model development",13
11967,"8-13 yrs","analytics","Bengaluru",25,50,2973,"analytics",1
11974,"2-4 yrs",NA,"Gurgaon(Cyber City)",15,25,819,"r",17
11980,"5-10 yrs","Analytics","Gurgaon, Noida, Gurugram",10,15,2906,"sql",19
11982,"2-4 yrs",NA,"Chennai",0,3,3789,"marketing automation",11
11984,"3-8 yrs",NA,"Hyderabad",15,25,3111,"r",17
11991,"1-3 yrs",NA,"Gurgaon",10,15,1168,"machine learning",9
11991,"1-3 yrs",NA,"Gurgaon",10,15,1168,"sql",19
11991,"1-3 yrs",NA,"Gurgaon",10,15,1168,"python",16
11991,"1-3 yrs",NA,"Gurgaon",10,15,1168,"r",17
11991,"1-3 yrs",NA,"Gurgaon",10,15,1168,"hadoop",8
11994,"5-9 yrs",NA,"Gurgaon, Noida",10,15,7,"machine learning",9
11994,"5-9 yrs",NA,"Gurgaon, Noida",10,15,7,"python",16
11994,"5-9 yrs",NA,"Gurgaon, Noida",10,15,7,"r",17
11995,"5-10 yrs","Analytics","Gurgaon, Gurugram",6,10,2906,"sql",19
11999,"7-12 yrs","Analytics","Delhi NCR",25,50,1988,"fraud analytics",7
11999,"7-12 yrs","Analytics","Delhi NCR",25,50,1988,"team leading",20
12006,"3-8 yrs","Analytics","Bengaluru",3,6,190,"sql",19
12006,"3-8 yrs","Analytics","Bengaluru",3,6,190,"machine learning",9
12007,"8-13 yrs",NA,"Hyderabad",15,25,3216,"sql",19
12012,"2-5 yrs","Analytics","Mumbai",3,6,190,"analytics",1
12030,"2-5 yrs",NA,"Delhi NCR, Gurgaon",6,10,2016,"sql",19
12037,"8-11 yrs","Analytics","Bengaluru, Gurgaon, Gurugram",25,50,2884,"machine learning",9
12039,"6-8 yrs",NA,"Bengaluru",15,25,1988,"sql",19
12043,"10-18 yrs","Analytics","Gurgaon",25,50,5019,"r",17
12043,"10-18 yrs","Analytics","Gurgaon",25,50,5019,"predictive analytics",15
12051,"3-8 yrs","analytics","Bengaluru",6,10,2107,"machine learning",9
12051,"3-8 yrs","analytics","Bengaluru",6,10,2107,"r",17
12051,"3-8 yrs","analytics","Bengaluru",6,10,2107,"python",16
12065,"5-10 yrs",NA,"Mumbai, Coimbatore",10,15,4549,"team leading",20
12066,"9-12 yrs","Analytics","Bengaluru",10,15,4985,"analytics",1
12067,"2-5 yrs","Analytics","Bengaluru",3,6,190,"analytics",1
12070,"7-10 yrs",NA,"Bengaluru",10,15,4541,"sql",19
12074,"4-7 yrs","Analytics","Mumbai",10,15,1051,"analytics",1
12076,"7-12 yrs","Analytics","Delhi NCR",25,50,1988,"analytics",1
12083,"3-6 yrs","Analytics","Mumbai",6,10,4479,"predictive analytics",15
12083,"3-6 yrs","Analytics","Mumbai",6,10,4479,"r",17
12085,"6-7 yrs",NA,"Mumbai",10,15,301,"sql",19
12092,"6-10 yrs",NA,"Qatar",10,15,120,"sql",19
12096,"2-3 yrs","Analytics","Mumbai, Bengaluru, Pune",6,10,2359,"analytics",1
12103,"5-10 yrs","Analytics","Dubai/ UAE",6,10,4272,"analytics",1
12113,"2-6 yrs",NA,"Bengaluru",6,10,4307,"machine learning",9
12114,"2-4 yrs","Analytic","Noida(Sector-1 Noida)",10,15,2748,"sql",19
12115,"3-6 yrs",NA,"Delhi NCR",15,25,1970,"matlab",12
12119,"2-4 yrs",NA,"Bengaluru",3,6,1884,"python",16
12127,"11-15 yrs","Analytics","Gurgaon",15,25,1970,"r",17
12127,"11-15 yrs","Analytics","Gurgaon",15,25,1970,"machine learning",9
12127,"11-15 yrs","Analytics","Gurgaon",15,25,1970,"python",16
12131,"8-13 yrs","Analytics","Gurgaon",6,10,1300,"r",17
12143,"10-15 yrs","Analytics","Mumbai",15,25,153,"big data",2
12146,"2-5 yrs","Analytics","Gurgaon",3,6,190,"analytics",1
12150,"12-14 yrs","Analytics","Bengaluru",25,50,3382,"machine learning",9
12150,"12-14 yrs","Analytics","Bengaluru",25,50,3382,"r",17
12150,"12-14 yrs","Analytics","Bengaluru",25,50,3382,"python",16
12150,"12-14 yrs","Analytics","Bengaluru",25,50,3382,"sql",19
12151,"4-7 yrs",NA,"Chennai",3,6,3928,"python",16
12153,"1-6 yrs","Analytics","Noida",3,6,116,"r",17
12153,"1-6 yrs","Analytics","Noida",3,6,116,"python",16
12154,"2-5 yrs","Analytics","Gurgaon",6,10,181,"hadoop",8
12154,"2-5 yrs","Analytics","Gurgaon",6,10,181,"big data",2
12156,"6-8 yrs","Analytics","Pune",15,25,3692,"predictive analytics",15
12156,"6-8 yrs","Analytics","Pune",15,25,3692,"sql",19
12156,"6-8 yrs","Analytics","Pune",15,25,3692,"r",17
12158,"9-14 yrs","Analytics","Gurgaon, Gurugram",25,50,1988,"analytics",1
12168,"8-12 yrs",NA,"Bengaluru",15,25,405,"r",17
12168,"8-12 yrs",NA,"Bengaluru",15,25,405,"python",16
12168,"8-12 yrs",NA,"Bengaluru",15,25,405,"sql",19
12169,"7-12 yrs","Analytics","Bengaluru",10,15,911,"analytics",1
12173,"8-11 yrs","Analytics","Delhi NCR",15,25,3319,"analytics",1
12188,"3-8 yrs","Analytics","Bengaluru, Chennai",15,25,3919,"r",17
12188,"3-8 yrs","Analytics","Bengaluru, Chennai",15,25,3919,"analytics",1
12190,"4-8 yrs","Analytics","Delhi NCR, Noida",15,25,3998,"big data",2
12190,"4-8 yrs","Analytics","Delhi NCR, Noida",15,25,3998,"python",16
12192,"10-13 yrs",NA,"Pune",15,25,4205,"big data",2
12199,"10-15 yrs","Analytics","Bengaluru",6,10,3612,"machine learning",9
12199,"10-15 yrs","Analytics","Bengaluru",6,10,3612,"analytics",1
12201,"1-3 yrs",NA,"Delhi NCR, Gurgaon",10,15,1988,"sql",19
12201,"1-3 yrs",NA,"Delhi NCR, Gurgaon",10,15,1988,"python",16
12204,"3-5 yrs","Analytics","Bengaluru(Whitefield)",6,10,4490,"sql",19
12204,"3-5 yrs","Analytics","Bengaluru(Whitefield)",6,10,4490,"r",17
12204,"3-5 yrs","Analytics","Bengaluru(Whitefield)",6,10,4490,"analytics",1
12211,"5-8 yrs","Analytics","Ahmedabad",15,25,1969,"analytics",1
12211,"5-8 yrs","Analytics","Ahmedabad",15,25,1969,"sql",19
12212,"3-8 yrs",NA,"Nagpur",10,15,4370,"sql",19
12213,"3-6 yrs","Analytics","Mumbai, Mumbai Suburbs, Navi Mumbai",6,10,7,"sql",19
12222,"5-10 yrs",NA,"Pune",10,15,2809,"machine learning",9
12222,"5-10 yrs",NA,"Pune",10,15,2809,"r",17
12222,"5-10 yrs",NA,"Pune",10,15,2809,"python",16
12225,"1-4 yrs",NA,"Gurgaon",10,15,1969,"matlab",12
12226,"5-7 yrs","Analytics","Delhi NCR, Gurgaon",6,10,1969,"sql",19
12228,"5-10 yrs",NA,"Bengaluru",10,15,3053,"python",16
12230,"5-7 yrs",NA,"Kochi",6,10,1305,"sql",19
12235,"5-8 yrs","Analytics","Bengaluru",15,25,4055,"python",16
12235,"5-8 yrs","Analytics","Bengaluru",15,25,4055,"analytics",1
12235,"5-8 yrs","Analytics","Bengaluru",15,25,4055,"hadoop",8
12239,"9-14 yrs",NA,"Mumbai",10,15,2808,"python",16
12239,"9-14 yrs",NA,"Mumbai",10,15,2808,"machine learning",9
12240,"0-3 yrs",NA,"Noida",0,3,3314,"python",16
12245,"9-12 yrs",NA,"Chennai",6,10,4352,"big data",2
12254,"11-14 yrs",NA,"Bengaluru",15,25,1969,"hadoop",8
12255,"4-7 yrs",NA,"Gurgaon",10,15,3496,"marketing automation",11
12275,"4-6 yrs","Analytics","Mumbai",10,15,1002,"r",17
12277,"3-6 yrs","Analytics","Gurgaon",6,10,190,"sql",19
12277,"3-6 yrs","Analytics","Gurgaon",6,10,190,"python",16
12277,"3-6 yrs","Analytics","Gurgaon",6,10,190,"machine learning",9
12278,"1-5 yrs",NA,"Mumbai",6,10,908,"sql",19
12284,"3-7 yrs",NA,"Bengaluru",10,15,3272,"python",16
12288,"0-2 yrs","Analytics","Pune",3,6,4904,"analytics",1
12292,"2-5 yrs","Analytics","Mumbai",3,6,190,"analytics",1
12300,"2-5 yrs","Analytics","Bengaluru",3,6,1526,"analytics",1
12306,"2-5 yrs","analytics","Delhi NCR",3,6,3322,"analytics",1
12307,"2-5 yrs",NA,"Gurgaon",0,3,4661,"sql",19
12308,"8-12 yrs","Analytics","Mumbai",6,10,1720,"r",17
12308,"8-12 yrs","Analytics","Mumbai",6,10,1720,"analytics",1
12315,"5-10 yrs",NA,"Gurgaon",0,3,4774,"sql",19
12324,"2-5 yrs",NA,"Bengaluru",3,6,910,"machine learning",9
12325,"5-8 yrs","Analytics","Gurgaon",15,25,1970,"analytics",1
12328,"5-10 yrs","Analytics","Mumbai",15,25,3945,"r",17
12328,"5-10 yrs","Analytics","Mumbai",15,25,3945,"predictive analytics",15
12328,"5-10 yrs","Analytics","Mumbai",15,25,3945,"machine learning",9
12335,"2-5 yrs","Analytics","Mumbai",3,6,190,"analytics",1
12336,"11-20 yrs","Analytics","Gurgaon",25,50,4329,"predictive analytics",15
12337,"4-8 yrs",NA,"Pune",6,10,2756,"sql",19
12344,"12-18 yrs",NA,"Bengaluru",15,25,854,"machine learning",9
12344,"12-18 yrs",NA,"Bengaluru",15,25,854,"sql",19
12345,"6-10 yrs","Analytics","Bengaluru",10,15,1632,"sql",19
12345,"6-10 yrs","Analytics","Bengaluru",10,15,1632,"big data",2
12345,"6-10 yrs","Analytics","Bengaluru",10,15,1632,"python",16
12352,"2-5 yrs","analytics","Mumbai",3,6,1544,"analytics",1
12353,"4-8 yrs",NA,"Gurgaon, Gurugram",6,10,1584,"big data",2
12353,"4-8 yrs",NA,"Gurgaon, Gurugram",6,10,1584,"python",16
12353,"4-8 yrs",NA,"Gurgaon, Gurugram",6,10,1584,"hadoop",8
12359,"3-7 yrs",NA,"Bengaluru",10,15,871,"hadoop",8
12361,"5-10 yrs",NA,"Gurgaon",10,15,3594,"hadoop",8
12362,"3-7 yrs",NA,"Kannur, Kozhikode",3,6,2830,"marketing automation",11
12363,"1-5 yrs",NA,"Faridabad",0,3,150,"machine learning",9
12368,"3-8 yrs",NA,"Pune",15,25,2809,"sql",19
12368,"3-8 yrs",NA,"Pune",15,25,2809,"python",16
12368,"3-8 yrs",NA,"Pune",15,25,2809,"big data",2
12371,"5-6 yrs",NA,"Mumbai",10,15,3218,"team leading",20
12376,"3-6 yrs",NA,"Bengaluru",10,15,976,"sql",19
12383,"4-8 yrs",NA,"Bengaluru",10,15,765,"python",16
12385,"1-5 yrs","Analytics","Gurgaon",15,25,1993,"python",16
12386,"7-12 yrs","Analytics","Delhi NCR, Gurgaon",25,50,1988,"analytics",1
12392,"5-8 yrs",NA,"Hyderabad",10,15,4655,"sql",19
12392,"5-8 yrs",NA,"Hyderabad",10,15,4655,"big data",2
12395,"4-8 yrs","Analytics","Bengaluru",6,10,190,"analytics",1
12396,"5-10 yrs","Analytics","Bengaluru",6,10,2740,"analytics",1
12397,"3-8 yrs",NA,"Mumbai, Bengaluru, Pune",3,6,2467,"sql",19
12405,"10-12 yrs","Analytics","Bengaluru",25,50,1174,"sql",19
12420,"10-20 yrs","Analytics","Bengaluru, Mumbai",15,25,1578,"hadoop",8
12422,"2-5 yrs","Analytics","Jaipur",10,15,4280,"analytics",1
12426,"10-15 yrs","Analytics","Bengaluru",15,25,3937,"analytics",1
12426,"10-15 yrs","Analytics","Bengaluru",15,25,3937,"python",16
12428,"2-5 yrs",NA,"Gurgaon",3,6,190,"python",16
12431,"8-13 yrs",NA,"Chennai, Chennai",15,25,1535,"machine learning",9
12431,"8-13 yrs",NA,"Chennai, Chennai",15,25,1535,"python",16
12431,"8-13 yrs",NA,"Chennai, Chennai",15,25,1535,"r",17
12433,"2-5 yrs","analytics","Gurgaon",3,6,3322,"analytics",1
12439,"9-14 yrs",NA,"Bengaluru, Delhi NCR",25,50,700,"hadoop",8
12439,"9-14 yrs",NA,"Bengaluru, Delhi NCR",25,50,700,"big data",2
12442,"6-9 yrs","Analytics","Bengaluru",10,15,1259,"hadoop",8
12446,"7-11 yrs",NA,"Gurgaon",10,15,1969,"sql",19
12452,"6-9 yrs","Analytics","Pune(Wakad)",15,25,3153,"big data",2
12452,"6-9 yrs","Analytics","Pune(Wakad)",15,25,3153,"analytics",1
12452,"6-9 yrs","Analytics","Pune(Wakad)",15,25,3153,"big data analytics",3
12453,"5-10 yrs","Analytics","Bengaluru",6,10,3810,"machine learning",9
12457,"5-10 yrs",NA,"Mumbai",10,15,305,"data science",5
12461,"3-7 yrs",NA,"Bengaluru, Gurgaon, Gurugram",10,15,1969,"model development",13
12461,"3-7 yrs",NA,"Bengaluru, Gurgaon, Gurugram",10,15,1969,"sql",19
12471,"6-10 yrs",NA,"Pune",15,25,4893,"sql",19
12473,"4-8 yrs",NA,"Pune",10,15,191,"python",16
12473,"4-8 yrs",NA,"Pune",10,15,191,"machine learning",9
12477,"7-12 yrs",NA,"Pune",15,25,2360,"python",16
12482,"1-5 yrs","Analytics","Gurgaon",3,6,190,"machine learning",9
12485,"1-3 yrs",NA,"Vadodara",0,3,3740,"r",17
12491,"6-11 yrs",NA,"Pune",15,25,4665,"python",16
12494,"4-9 yrs","Analytics","Mumbai",25,50,3417,"python",16
12494,"4-9 yrs","Analytics","Mumbai",25,50,3417,"data science",5
12506,"3-5 yrs",NA,"Bengaluru",3,6,761,"sql",19
12513,"8-12 yrs","analytics","Mumbai(Chakala)",25,50,817,"r",17
12513,"8-12 yrs","analytics","Mumbai(Chakala)",25,50,817,"predictive analytics",15
12514,"6-11 yrs",NA,"Mumbai",15,25,1498,"data science",5
12516,"1-3 yrs","Analytics","Bengaluru",3,6,190,"python",16
12516,"1-3 yrs","Analytics","Bengaluru",3,6,190,"analytics",1
12516,"1-3 yrs","Analytics","Bengaluru",3,6,190,"machine learning",9
12517,"11-15 yrs","Analytics","Bengaluru",15,25,280,"big data",2
12519,"5-10 yrs",NA,"Bengaluru",15,25,3612,"hadoop",8
12519,"5-10 yrs",NA,"Bengaluru",15,25,3612,"data science",5
12526,"7-12 yrs","Analytics","Hyderabad",15,25,3848,"analytics",1
12528,"3-8 yrs","Analytics","Kolkata",6,10,4229,"analytics",1
12528,"3-8 yrs","Analytics","Kolkata",6,10,4229,"data science",5
12530,"2-5 yrs","analytics","Trivandrum",6,10,4711,"analytics",1
12537,"6-11 yrs","Analytics","Gurgaon",15,25,1989,"model development",13
12537,"6-11 yrs","Analytics","Gurgaon",15,25,1989,"r",17
12540,"8-11 yrs",NA,"Pune",15,25,918,"hadoop",8
12547,"8-9 yrs","analytics","Gurgaon",10,15,415,"natural language processing",14
12547,"8-9 yrs","analytics","Gurgaon",10,15,415,"data science",5
12547,"8-9 yrs","analytics","Gurgaon",10,15,415,"analytics",1
12551,"3-6 yrs",NA,"Mumbai",3,6,190,"sql",19
12551,"3-6 yrs",NA,"Mumbai",3,6,190,"python",16
12555,"1-3 yrs",NA,"Gurgaon",10,15,4636,"python",16
12558,"4-9 yrs","Analytics","Kochi",3,6,3067,"team leading",20
12558,"4-9 yrs","Analytics","Kochi",3,6,3067,"analytics",1
12560,"3-8 yrs",NA,"Bengaluru",10,15,853,"r",17
12560,"3-8 yrs",NA,"Bengaluru",10,15,853,"python",16
12560,"3-8 yrs",NA,"Bengaluru",10,15,853,"machine learning",9
12560,"3-8 yrs",NA,"Bengaluru",10,15,853,"matlab",12
12562,"4-9 yrs","analytics","Oman",15,25,4435,"analytics",1
12563,"8-12 yrs",NA,"Bengaluru, Gurgaon",15,25,1969,"big data",2
12564,"7-10 yrs","Analytics","Gurgaon, Gurugram",25,50,1988,"analytics",1
12568,"6-8 yrs","Analytics","Mumbai, Navi Mumbai, Thane",10,15,2215,"analytics",1
12569,"8-12 yrs",NA,"Hyderabad(Tarnaka)",15,25,4007,"python",16
12569,"8-12 yrs",NA,"Hyderabad(Tarnaka)",15,25,4007,"machine learning",9
12569,"8-12 yrs",NA,"Hyderabad(Tarnaka)",15,25,4007,"data science",5
12574,"2-5 yrs","Analytics","Bengaluru",6,10,910,"python",16
12581,"0-2 yrs","analytics","Noida",3,6,1831,"python",16
12598,"3-5 yrs",NA,"Gurgaon",6,10,1168,"python",16
12606,"4-9 yrs","Analytics","Gurgaon",10,15,752,"data science",5
12606,"4-9 yrs","Analytics","Gurgaon",10,15,752,"sql",19
12606,"4-9 yrs","Analytics","Gurgaon",10,15,752,"machine learning",9
12606,"4-9 yrs","Analytics","Gurgaon",10,15,752,"r",17
12606,"4-9 yrs","Analytics","Gurgaon",10,15,752,"python",16
12607,"10-18 yrs","Analytics","Gurgaon, Gurugram",25,50,4877,"r",17
12609,"12-14 yrs","Analytics","Bengaluru",15,25,3382,"machine learning",9
12609,"12-14 yrs","Analytics","Bengaluru",15,25,3382,"r",17
12609,"12-14 yrs","Analytics","Bengaluru",15,25,3382,"python",16
12609,"12-14 yrs","Analytics","Bengaluru",15,25,3382,"sql",19
12611,"13-15 yrs","Analytics","Gurgaon, Gurugram",25,50,1970,"r",17
12611,"13-15 yrs","Analytics","Gurgaon, Gurugram",25,50,1970,"predictive analytics",15
12611,"13-15 yrs","Analytics","Gurgaon, Gurugram",25,50,1970,"model development",13
12612,"1-5 yrs",NA,"Chennai",3,6,190,"python",16
12612,"1-5 yrs",NA,"Chennai",3,6,190,"machine learning",9
12614,"3-8 yrs",NA,"Gurgaon",15,25,2325,"python",16
12614,"3-8 yrs",NA,"Gurgaon",15,25,2325,"machine learning",9
12627,"7-12 yrs","Analytics","Delhi NCR, Gurgaon",15,25,1988,"analytics",1
12631,"9-14 yrs","Analytics","Gurgaon, Gurugram",25,50,1988,"analytics",1
12633,"1-5 yrs",NA,"Bengaluru",10,15,1715,"r",17
12633,"1-5 yrs",NA,"Bengaluru",10,15,1715,"python",16
12635,"5-10 yrs","Analytics","Bengaluru",10,15,3382,"predictive analytics",15
12641,"5-10 yrs","analytics","Delhi NCR",25,50,1988,"analytics",1
12641,"5-10 yrs","analytics","Delhi NCR",25,50,1988,"team leading",20
12646,"6-11 yrs","Analytics","Bengaluru",15,25,871,"machine learning",9
12646,"6-11 yrs","Analytics","Bengaluru",15,25,871,"team leading",20
12646,"6-11 yrs","Analytics","Bengaluru",15,25,871,"analytics",1
12646,"6-11 yrs","Analytics","Bengaluru",15,25,871,"natural language processing",14
12647,"2-5 yrs","Analytics","Bengaluru",3,6,190,"analytics",1
12648,"8-10 yrs",NA,"Noida",15,25,3133,"sql",19
12649,"0-2 yrs","Analytics","Kolkata",3,6,3908,"python",16
12649,"0-2 yrs","Analytics","Kolkata",3,6,3908,"machine learning",9
12649,"0-2 yrs","Analytics","Kolkata",3,6,3908,"r",17
12649,"0-2 yrs","Analytics","Kolkata",3,6,3908,"analytics",1
12649,"0-2 yrs","Analytics","Kolkata",3,6,3908,"sql",19
12650,"10-15 yrs","Analytics","Bengaluru",15,25,3937,"analytics",1
12653,"12-20 yrs","Analytics","Delhi NCR",25,50,4877,"r",17
12653,"12-20 yrs","Analytics","Delhi NCR",25,50,4877,"big data analytics",3
12655,"5-10 yrs",NA,"Gurgaon",10,15,2795,"sql",19
12662,"3-5 yrs",NA,"Gurgaon",10,15,1168,"python",16
12666,"6-8 yrs",NA,"Hyderabad",15,25,4109,"sql",19
12670,"2-6 yrs","analytics","Gurgaon, Gurugram",15,25,1993,"machine learning",9
12670,"2-6 yrs","analytics","Gurgaon, Gurugram",15,25,1993,"python",16
12670,"2-6 yrs","analytics","Gurgaon, Gurugram",15,25,1993,"r",17
12670,"2-6 yrs","analytics","Gurgaon, Gurugram",15,25,1993,"hadoop",8
12674,"3-8 yrs","Analytics","Pune",15,25,2809,"r",17
12674,"3-8 yrs","Analytics","Pune",15,25,2809,"python",16
12674,"3-8 yrs","Analytics","Pune",15,25,2809,"matlab",12
12674,"3-8 yrs","Analytics","Pune",15,25,2809,"sql",19
12674,"3-8 yrs","Analytics","Pune",15,25,2809,"machine learning",9
12680,"17-24 yrs","Analytics","Mumbai",25,50,4061,"r",17
12680,"17-24 yrs","Analytics","Mumbai",25,50,4061,"machine learning",9
12688,"3-8 yrs","Analytics","Gurgaon",15,25,1969,"model development",13
12694,"11-15 yrs","Analytics","Bengaluru",15,25,280,"big data",2
12699,"2-7 yrs","Analytics","Delhi NCR, Gurgaon",10,15,4301,"analytics",1
12701,"1-2 yrs",NA,"Gurgaon, Gurugram",10,15,1970,"r",17
12701,"1-2 yrs",NA,"Gurgaon, Gurugram",10,15,1970,"big data",2
12702,"4-8 yrs",NA,"Mumbai",15,25,3998,"sql",19
12712,"0-5 yrs","Analytics","Mumbai, Pune",6,10,4745,"analytics",1
12714,"4-6 yrs",NA,"Bengaluru",6,10,4577,"big data",2
12716,"5-10 yrs",NA,"Delhi NCR, Bengaluru, Greater Noida",15,25,4272,"sql",19
12718,"3-8 yrs","Analytics","Singapore",25,50,1262,"python",16
12723,"6-9 yrs",NA,"Chennai",15,25,804,"python",16
12725,"2-7 yrs","Analytics","Bengaluru",15,25,871,"data science",5
12725,"2-7 yrs","Analytics","Bengaluru",15,25,871,"machine learning",9
12725,"2-7 yrs","Analytics","Bengaluru",15,25,871,"python",16
12725,"2-7 yrs","Analytics","Bengaluru",15,25,871,"analytics",1
12729,"5-10 yrs",NA,"Hyderabad",6,10,624,"r",17
12733,"3-6 yrs",NA,"Noida",3,6,1526,"sql",19
12743,"3-5 yrs","Analytics","Mumbai",15,25,848,"analytics",1
12746,"0-3 yrs","analytics","Chennai",3,6,1400,"python",16
12746,"0-3 yrs","analytics","Chennai",3,6,1400,"big data analytics",3
12746,"0-3 yrs","analytics","Chennai",3,6,1400,"data science",5
12747,"2-5 yrs","Analytics","Pune",3,6,190,"analytics",1
12748,"3-8 yrs","Analytics","Delhi NCR",6,10,3319,"analytics",1
12750,"3-6 yrs",NA,"Mumbai",6,10,1002,"python",16
12750,"3-6 yrs",NA,"Mumbai",6,10,1002,"machine learning",9
12753,"9-13 yrs","analytics","Delhi NCR, Mumbai",10,15,2790,"analytics",1
12755,"2-4 yrs",NA,"Bengaluru",6,10,3894,"python",16
12755,"2-4 yrs",NA,"Bengaluru",6,10,3894,"sql",19
12755,"2-4 yrs",NA,"Bengaluru",6,10,3894,"hadoop",8
12757,"7-10 yrs","Analytics","Bengaluru",15,25,4113,"big data analytics",3
12761,"3-8 yrs","Analytics","Bengaluru",10,15,191,"sql",19
12761,"3-8 yrs","Analytics","Bengaluru",10,15,191,"machine learning",9
12777,"3-8 yrs",NA,"Mumbai, Bengaluru, Chennai, Pune",3,6,2467,"sql",19
12778,"3-5 yrs","Analytics","Dharwad",3,6,859,"analytics",1
12780,"10-20 yrs","Analytics","Bengaluru",15,25,4822,"analytics",1
12804,"4-6 yrs","Analytics","Mumbai",6,10,1051,"r",17
12804,"4-6 yrs","Analytics","Mumbai",6,10,1051,"predictive analytics",15
12804,"4-6 yrs","Analytics","Mumbai",6,10,1051,"sql",19
12807,"2-7 yrs",NA,"Hyderabad",6,10,1984,"hadoop",8
12811,"3-6 yrs","Analytics","Bengaluru",6,10,1173,"analytics",1
12811,"3-6 yrs","Analytics","Bengaluru",6,10,1173,"hadoop",8
12813,"3-6 yrs","analytics","Bengaluru",6,10,25,"analytics",1
12816,"3-8 yrs","Analytics","Pune",15,25,2809,"python",16
12816,"3-8 yrs","Analytics","Pune",15,25,2809,"matlab",12
12816,"3-8 yrs","Analytics","Pune",15,25,2809,"r",17
12816,"3-8 yrs","Analytics","Pune",15,25,2809,"sql",19
12816,"3-8 yrs","Analytics","Pune",15,25,2809,"machine learning",9
12818,"7-12 yrs","Analytics","Bengaluru",15,25,4979,"predictive analytics",15
12819,"2-5 yrs","Analytics","Mumbai",6,10,4505,"data science",5
12828,"5-8 yrs",NA,"Mumbai",15,25,3930,"sql",19
