"","ID","Gender","Age","Location","Education","Major","Title","Industry","Experience","DataScientist","PrimarySkill","Skills","name"
"1276",17031,"Female","25-29","United States of America","Master’s degree","Mathematics or statistics","Data Scientist","Marketing/CRM","0-1",NA,NA,"Python2",NA
"1277",17068,"Male","22-24","Colombia","Some college/university study without earning a bachelor’s degree","Engineering (non-computer focused)","Software Engineer","I am a student","1-2","Probably not",NA,"Python2","Spyder"
"1278",17131,"Female","25-29","United States of America","Master’s degree","Mathematics or statistics","Student","Insurance/Risk Assessment","2-3",NA,NA,"Python2",NA
"1279",17171,"Male","30-34","Spain","Doctoral degree","Physics or astronomy","Research Scientist","Academics/Education","0-1",NA,NA,"Python2",NA
"1280",17310,"Male","25-29","United States of America","Doctoral degree","Mathematics or statistics","Not employed",NA,NA,"Probably yes",NA,"Python2",NA
"1281",17344,"Male","30-34","I do not wish to disclose my location","Master’s degree","Engineering (non-computer focused)","Research Assistant","Academics/Education","2-3",NA,NA,"Python2",NA
"1282",17359,"Male","22-24","United States of America","Some college/university study without earning a bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","2-3",NA,NA,"Python2",NA
"1283",17372,"Male","22-24","India","Bachelor’s degree","Engineering (non-computer focused)","Data Analyst","Computers/Technology","3-4",NA,NA,"Python2","Spyder"
"1284",17387,"Male","30-34","United States of America","Master’s degree","Mathematics or statistics","Data Analyst","Computers/Technology","1-2",NA,NA,"Python2",NA
"1285",17480,"Male","18-21","India","No formal education past high school",NA,"Student","I am a student","1-2",NA,NA,"Python2",NA
"1286",17541,"Female","30-34","United States of America","Bachelor’s degree","Engineering (non-computer focused)",NA,NA,"5-10",NA,NA,"Python2",NA
"1287",17570,"Male","22-24","China","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","1-2",NA,NA,"Python2",NA
"1288",17636,"Male","22-24","United States of America","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","1-2",NA,NA,"Python2",NA
"1289",17699,"Male","22-24","China","Some college/university study without earning a bachelor’s degree","Engineering (non-computer focused)","Student","Computers/Technology","1-2",NA,NA,"Python2",NA
"1290",17707,"Male","22-24","United States of America","Doctoral degree","Engineering (non-computer focused)","Student","Academics/Education","4-5",NA,NA,"Python2",NA
"1291",17718,"Female","55-59","United States of America","Bachelor’s degree","Engineering (non-computer focused)",NA,"Computers/Technology","2-3",NA,NA,"Python2",NA
"1292",17812,"Female","18-21","India","Bachelor’s degree",NA,"Data Analyst","Accounting/Finance",NA,"Definitely not",NA,"Python2",NA
"1293",17832,"Male","25-29","India","Master’s degree","Engineering (non-computer focused)","Student","I am a student","0-1",NA,NA,"Python2",NA
"1294",18026,"Male","18-21","Mexico","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","1-2","Maybe",NA,"Python2",NA
"1295",18092,"Male","30-34","United States of America","Master’s degree","Engineering (non-computer focused)","Data Engineer","Academics/Education","5-10","Probably not",NA,"Python2","Spyder"
"1296",18114,"Male","25-29","Nigeria","No formal education past high school",NA,"Student","I am a student","0-1",NA,NA,"Python2",NA
"1297",18210,"Male","22-24","United States of America","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","2-3",NA,NA,"Python2",NA
"1298",18244,"Male","35-39","United States of America","Master’s degree","Engineering (non-computer focused)","Data Engineer","Computers/Technology","5-10",NA,NA,"Python2",NA
"1299",18245,"Male","30-34","Canada","Master’s degree","Environmental science or geology","Student","Energy/Mining","4-5",NA,NA,"Python2",NA
"1300",18281,"Male","22-24","India","Master’s degree","Engineering (non-computer focused)","Software Engineer","Computers/Technology","1-2",NA,NA,"Python2",NA
"1301",18294,"Female","22-24","Brazil","Master’s degree","Mathematics or statistics","Not employed",NA,NA,"Definitely not",NA,"Python2",NA
"1302",18297,"Male","22-24","United States of America","Master’s degree","Engineering (non-computer focused)","Student","Manufacturing/Fabrication","3-4",NA,NA,"Python2",NA
"1303",18391,"Male","22-24","United States of America","Master’s degree","Engineering (non-computer focused)","Student","I am a student","1-2",NA,NA,"Python2",NA
"1304",18401,"Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","0-1",NA,NA,"Python2",NA
"1305",18407,"Male","22-24","India","Bachelor’s degree","Engineering (non-computer focused)","Business Analyst","Computers/Technology","0-1",NA,NA,"Python2",NA
"1306",18412,"Male","35-39","China","Master’s degree","Engineering (non-computer focused)","Data Scientist","Academics/Education","3-4",NA,NA,"Python2",NA
"1307",18482,"Male","25-29","China","Master’s degree",NA,"Student","I am a student","4-5","Probably yes",NA,"Python2",NA
"1308",18536,"Male","22-24","United States of America","Master’s degree","Engineering (non-computer focused)","Student","Accounting/Finance","1-2",NA,NA,"Python2",NA
"1309",18611,"Male","22-24","United States of America","Master’s degree","Engineering (non-computer focused)","Data Scientist","Medical/Pharmaceutical","0-1",NA,NA,"Python2",NA
"1310",18662,"Male","40-44","Portugal","Doctoral degree","Engineering (non-computer focused)","Student","I am a student","1-2",NA,NA,"Python2",NA
"1311",18703,"Male","25-29","India","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","0-1",NA,NA,"Python2",NA
"1312",18714,"Female","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Software Engineer","Marketing/CRM","0-1",NA,NA,"Python2",NA
"1313",18768,"Male","18-21","Ukraine","No formal education past high school",NA,"Student","I am a student","0-1",NA,NA,"Python2",NA
"1314",18854,"Prefer not to say","25-29","Russia","Doctoral degree","Mathematics or statistics","Not employed",NA,NA,"Maybe",NA,"Python2",NA
"1315",18904,"Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Marketing Analyst","I am a student","10-15",NA,NA,"Python2",NA
"1316",18992,"Prefer not to say","30-34","I do not wish to disclose my location","Master’s degree","Engineering (non-computer focused)","Research Assistant","Computers/Technology","4-5",NA,NA,"Python2",NA
"1317",19026,"Female","18-21","China","No formal education past high school",NA,"Student","I am a student","1-2",NA,NA,"Python2",NA
"1318",19037,"Male","18-21","Denmark","Some college/university study without earning a bachelor’s degree","Physics or astronomy","Student","I am a student","5-10",NA,NA,"Python2",NA
"1319",19049,"Male","30-34","India","I prefer not to answer","Engineering (non-computer focused)","Software Engineer","Computers/Technology","5-10","Definitely yes",NA,"Python2",NA
"1320",19052,"Male","25-29","India","Bachelor’s degree","Physics or astronomy",NA,"Academics/Education","3-4","Maybe",NA,"Python2",NA
"1321",19201,"Male","35-39","Japan","Doctoral degree","Mathematics or statistics","Research Scientist","Computers/Technology","4-5","Definitely not",NA,"Python2",NA
"1322",19240,"Prefer not to say","22-24","Republic of Korea","Master’s degree","Mathematics or statistics","Student","I am a student","0-1",NA,NA,"Python2",NA
"1323",19254,"Female","22-24","India","Master’s degree","Mathematics or statistics","Student","I am a student","0-1",NA,NA,"Python2",NA
"1324",19475,"Male","25-29","France","Master’s degree","Engineering (non-computer focused)",NA,NA,"5-10",NA,NA,"Python2",NA
"1325",19484,"Female","22-24","Israel","Master’s degree","Mathematics or statistics","Software Engineer","Computers/Technology","0-1",NA,NA,"Python2",NA
"1326",19513,"Female","30-34","Netherlands","Master’s degree","Engineering (non-computer focused)","Product/Project Manager","Online Service/Internet-based Services","5-10",NA,NA,"Python2",NA
"1327",19541,"Male","25-29",NA,"Master’s degree","Mathematics or statistics","Student","I am a student","0-1",NA,NA,"Python2",NA
"1328",19585,"Male","35-39","Spain","Master’s degree","Engineering (non-computer focused)","Data Scientist","Computers/Technology","0-1",NA,NA,"Python2",NA
"1329",19686,"Male","22-24","India","Bachelor’s degree","Engineering (non-computer focused)","Software Engineer","Computers/Technology","1-2",NA,NA,"Python2",NA
"1330",19759,"Male","25-29","Germany","Master’s degree","Engineering (non-computer focused)","Student","Computers/Technology","1-2","Probably yes",NA,"Python2",NA
"1331",19882,"Male","22-24","France","Master’s degree","Mathematics or statistics","Data Scientist","Computers/Technology","0-1",NA,NA,"Python2",NA
"1332",19924,"Male","45-49","Australia","Professional degree",NA,NA,"Manufacturing/Fabrication","20-25",NA,NA,"Python2",NA
"1333",20288,"Female","30-34","Australia","Master’s degree","Mathematics or statistics",NA,"Insurance/Risk Assessment","5-10",NA,NA,"Python2",NA
"1334",20424,"Male","22-24",NA,"Bachelor’s degree","Environmental science or geology","Data Scientist","Academics/Education","1-2",NA,NA,"Python2",NA
"1335",20425,"Male","18-21","Kenya","Bachelor’s degree","Mathematics or statistics","Data Analyst","Insurance/Risk Assessment","0-1",NA,NA,"Python2",NA
"1336",20435,"Male","25-29","Germany","Master’s degree","Engineering (non-computer focused)","Student","Academics/Education","3-4",NA,NA,"Python2",NA
"1337",20477,"Male","25-29","Israel","No formal education past high school",NA,"Software Engineer","Online Business/Internet-based Sales","10-15",NA,NA,"Python2",NA
"1338",20486,"Male","22-24","Pakistan","Bachelor’s degree",NA,"Student","I am a student",NA,NA,NA,"Python2",NA
"1339",20545,"Male","18-21","Viet Nam","Some college/university study without earning a bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","0-1",NA,NA,"Python2",NA
"1340",20691,"Male","35-39","Finland","Doctoral degree","Mathematics or statistics","Consultant","Computers/Technology","0-1",NA,NA,"Python2",NA
"1341",20695,"Male","22-24","China","Master’s degree","Engineering (non-computer focused)","Student","Academics/Education","1-2",NA,NA,"Python2",NA
"1342",20791,"Male","22-24","China","Master’s degree","Engineering (non-computer focused)","Student","I am a student","1-2",NA,NA,"Python2",NA
"1343",20925,"Male","35-39","India","Master’s degree","Engineering (non-computer focused)","Data Analyst","Energy/Mining","10-15",NA,NA,"Python2",NA
"1344",20985,"Female","30-34","India","Professional degree","Engineering (non-computer focused)","Software Engineer","Online Service/Internet-based Services","5-10",NA,NA,"Python2",NA
"1345",20987,"Female","25-29","Greece","Master’s degree","Environmental science or geology","Student","I am a student","4-5",NA,NA,"Python2",NA
"1346",21010,"Female","25-29","India","Master’s degree","Engineering (non-computer focused)","Software Engineer","Insurance/Risk Assessment","2-3",NA,NA,"Python2",NA
"1347",21033,"Male","30-34","United Kingdom of Great Britain and Northern Ireland","Bachelor’s degree",NA,NA,"Online Business/Internet-based Sales","4-5",NA,NA,"Python2",NA
"1348",21067,"Male","25-29","India","Bachelor’s degree","Engineering (non-computer focused)","Data Analyst","Computers/Technology","1-2",NA,NA,"Python2",NA
"1349",21082,"Male","25-29","Belarus","Doctoral degree","Mathematics or statistics","Research Scientist","Academics/Education","0-1",NA,NA,"Python2",NA
"1350",21180,"Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student",NA,NA,NA,"Python2",NA
"1351",21440,"Male","22-24","India","Bachelor’s degree",NA,"Student","I am a student","0-1",NA,NA,"Python2",NA
"1352",21484,"Male","22-24","India","Bachelor’s degree","Engineering (non-computer focused)","Data Scientist","I am a student","0-1",NA,NA,"Python2",NA
"1353",21528,"Male","22-24","India","Bachelor’s degree","Engineering (non-computer focused)","Software Engineer","I am a student","0-1",NA,NA,"Python2",NA
"1354",21605,"Male","22-24","France","Master’s degree","Mathematics or statistics","Student","I am a student",NA,NA,NA,"Python2",NA
"1355",21755,"Male","45-49","France","Doctoral degree","Physics or astronomy","Research Scientist","Academics/Education","10-15","Maybe",NA,"Python2",NA
"1356",21887,"Male","45-49","Australia","Bachelor’s degree","Engineering (non-computer focused)","Consultant","Energy/Mining","4-5",NA,NA,"Python2",NA
"1357",22065,"Male","30-34","Australia","Master’s degree","Engineering (non-computer focused)","Data Analyst",NA,"3-4",NA,NA,"Python2",NA
"1358",22272,"Female","30-34","Ukraine","I prefer not to answer","Engineering (non-computer focused)","Software Engineer","Marketing/CRM","5-10","Definitely yes",NA,"Python2",NA
"1359",22307,"Female","40-44","Japan","Some college/university study without earning a bachelor’s degree","Mathematics or statistics","Consultant","Non-profit/Service","10-15",NA,NA,"Python2",NA
"1360",22338,"Male","30-34","Germany","Master’s degree","Mathematics or statistics","Data Scientist","I am a student","2-3",NA,NA,"Python2",NA
"1361",22463,"Female","22-24","India","Master’s degree","Mathematics or statistics",NA,"Academics/Education","0-1",NA,NA,"Python2",NA
"1362",22512,"Male","18-21","Germany","Bachelor’s degree","Mathematics or statistics","Student","I am a student","0-1",NA,NA,"Python2",NA
"1363",22620,"Female","22-24","South Africa","Bachelor’s degree","Mathematics or statistics","Data Analyst","Academics/Education","0-1",NA,NA,"Python2",NA
"1364",22654,"Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","1-2",NA,NA,"Python2",NA
"1365",22831,"Male","18-21","Poland","Some college/university study without earning a bachelor’s degree","Mathematics or statistics","Student","I am a student","0-1",NA,NA,"Python2",NA
"1366",22957,"Male","22-24","Kenya","Bachelor’s degree","Mathematics or statistics","Student","I am a student","0-1",NA,NA,"Python2",NA
"1367",23047,"Male","30-34","France","Master’s degree","Engineering (non-computer focused)","Product/Project Manager","Manufacturing/Fabrication","5-10",NA,NA,"Python2",NA
"1368",23128,"Male","18-21",NA,"No formal education past high school",NA,"Student","Online Service/Internet-based Services","0-1",NA,NA,"Python2",NA
"1369",23146,"Male","25-29","Germany","Doctoral degree","Mathematics or statistics","Research Assistant","Academics/Education","3-4","Definitely yes",NA,"Python2",NA
"1370",23255,"Male","25-29","Germany","Master’s degree","Mathematics or statistics","Consultant",NA,"1-2",NA,NA,"Python2",NA
"1371",23273,"Male","18-21","Russia","Bachelor’s degree","Mathematics or statistics","Data Scientist","I am a student","2-3","Definitely yes",NA,"Python2",NA
"1372",23278,"Male","22-24","Russia","I prefer not to answer","Mathematics or statistics","Student","Online Service/Internet-based Services","5-10","Definitely yes",NA,"Python2",NA
"1373",23413,"Male","30-34","Russia","No formal education past high school",NA,"Business Analyst","Accounting/Finance","3-4","Maybe",NA,"Python2",NA
"1374",23450,"Male","25-29","Germany","Master’s degree","Engineering (non-computer focused)","Data Scientist","Computers/Technology","1-2","Definitely yes",NA,"Python2","Spyder"
"1375",23493,"Male","35-39","I do not wish to disclose my location","Master’s degree","Engineering (non-computer focused)","Product/Project Manager","Manufacturing/Fabrication","10-15",NA,NA,"Python2",NA
"1376",23517,"Male","22-24","India","Master’s degree","Engineering (non-computer focused)","Student","I am a student","0-1",NA,NA,"Python2",NA
"1377",23535,"Male","25-29","United Kingdom of Great Britain and Northern Ireland","Bachelor’s degree","Mathematics or statistics",NA,"Insurance/Risk Assessment","5-10",NA,NA,"Python2",NA
"1378",23556,"Male","45-49","United Kingdom of Great Britain and Northern Ireland","Some college/university study without earning a bachelor’s degree","Environmental science or geology","Marketing Analyst","Online Service/Internet-based Services","0-1",NA,NA,"Python2",NA
"1379",23615,"Male","40-44","United Kingdom of Great Britain and Northern Ireland","Bachelor’s degree","Engineering (non-computer focused)","Chief Officer","Computers/Technology","5-10",NA,NA,"Python2",NA
"1380",23645,"Male","18-21","France","Master’s degree","Mathematics or statistics","Student","I am a student","0-1",NA,NA,"Python2",NA
"1381",23658,"Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","1-2",NA,NA,"Python2",NA
"1382",23749,"Male","22-24","Turkey","Master’s degree","Engineering (non-computer focused)","Research Assistant","I am a student","0-1",NA,NA,"Python2",NA
"1383",23759,"Prefer not to say","30-34","Denmark","Doctoral degree","Physics or astronomy","Research Scientist","Academics/Education","5-10","Probably not",NA,"Python2",NA
"1384",23777,"Male","55-59","South Africa","Some college/university study without earning a bachelor’s degree","Engineering (non-computer focused)","Consultant","Manufacturing/Fabrication","15-20",NA,NA,"Python2",NA
"1385",9,"Male","25-29","Turkey","Master’s degree","Engineering (non-computer focused)","Not employed",NA,NA,"Definitely not",NA,"AWS",NA
"1386",281,"Male","25-29","India","Professional degree","Engineering (non-computer focused)","Software Engineer","Computers/Technology","0-1","Definitely yes",NA,"AWS",NA
"1387",436,"Male","30-34","India","Master’s degree",NA,"Business Analyst","Computers/Technology","1-2","Definitely yes",NA,"AWS","Amazon Web Services (AWS)"
"1388",1684,"Female","22-24","Kenya","Bachelor’s degree","Environmental science or geology","Data Analyst",NA,"0-1","Definitely yes",NA,"AWS",NA
"1389",3096,"Male","22-24","India","Bachelor’s degree","Engineering (non-computer focused)","Software Engineer","Computers/Technology","0-1","Probably not",NA,"AWS","Amazon Web Services (AWS)"
"1390",4340,"Male","40-44","Nigeria","Professional degree","Mathematics or statistics",NA,NA,"1-2","Definitely yes",NA,"AWS",NA
"1391",4407,"Male","22-24","I do not wish to disclose my location","Bachelor’s degree","Engineering (non-computer focused)","Student","Computers/Technology","1-2","Probably not",NA,"AWS",NA
"1392",5798,"Male","18-21","United States of America","Some college/university study without earning a bachelor’s degree",NA,"Student","I am a student","0-1","Definitely not",NA,"AWS",NA
"1393",6155,"Male","30-34","South Korea","Bachelor’s degree",NA,"Not employed",NA,NA,"Definitely yes",NA,"AWS","Amazon Web Services (AWS)"
"1394",6190,"Male","30-34","Poland","Master’s degree","Mathematics or statistics","Software Engineer","Computers/Technology","10-15","Maybe",NA,"AWS",NA
"1395",6605,"Prefer to self-describe","30-34","Sweden","Doctoral degree","Engineering (non-computer focused)","Student","Academics/Education","4-5","Maybe",NA,"AWS",NA
"1396",6711,"Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","1-2","Definitely not",NA,"AWS",NA
"1397",6802,"Male","50-54","United States of America","Master’s degree","Engineering (non-computer focused)","Research Scientist","Computers/Technology","4-5","Probably not",NA,"AWS","Amazon Web Services (AWS)"
"1398",7125,"Female","40-44","Canada","Bachelor’s degree","Fine arts or performing arts","Not employed",NA,NA,"Probably not",NA,"AWS",NA
"1399",7166,"Male","18-21","Viet Nam","Some college/university study without earning a bachelor’s degree",NA,NA,"I am a student","0-1","Probably not",NA,"AWS",NA
"1400",8121,"Male","50-54","India","Professional degree","Engineering (non-computer focused)","Chief Officer","Computers/Technology","20-25","Probably yes",NA,"AWS","Amazon Web Services (AWS)"
"1401",8233,"Female","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Not employed",NA,NA,"Definitely not",NA,"AWS","Amazon Web Services (AWS)"
"1402",8594,"Male","25-29","Germany","Master’s degree",NA,"Student","I am a student","5-10","Probably yes",NA,"AWS",NA
"1403",9151,"Male","35-39","Germany","Master’s degree","Mathematics or statistics","Software Engineer","Computers/Technology","5-10","Probably yes",NA,"AWS",NA
"1404",9465,"Male","70-79","India","Doctoral degree","Engineering (non-computer focused)","Research Scientist","Medical/Pharmaceutical","30 +","Maybe",NA,"AWS",NA
"1405",9725,"Male","40-44","Italy","Bachelor’s degree","Physics or astronomy","Not employed",NA,NA,"Maybe",NA,"AWS",NA
"1406",10112,"Male","35-39","United Kingdom of Great Britain and Northern Ireland","Master’s degree",NA,"Software Engineer","Computers/Technology","5-10","Probably yes",NA,"AWS",NA
"1407",10184,"Male","30-34","Italy","Master’s degree","Engineering (non-computer focused)","Student",NA,NA,"Definitely not",NA,"AWS",NA
"1408",10542,"Male","25-29","Ireland","Master’s degree","Mathematics or statistics","Not employed",NA,NA,"Probably yes",NA,"AWS",NA
"1409",11107,"Male","55-59","United States of America","Doctoral degree","Engineering (non-computer focused)","Research Scientist","Academics/Education","20-25","Definitely not",NA,"AWS",NA
"1410",12026,"Male","25-29","Italy","No formal education past high school",NA,"Software Engineer","Computers/Technology","2-3","Maybe",NA,"AWS","Amazon Web Services (AWS)"
"1411",12495,"Male","22-24","China","Master’s degree","Engineering (non-computer focused)","Student","I am a student","0-1","Probably not",NA,"AWS",NA
"1412",12747,"Male","25-29","Italy","Doctoral degree","Physics or astronomy","Research Scientist","Academics/Education",NA,"Definitely yes",NA,"AWS",NA
"1413",12954,"Male","22-24","United States of America","Bachelor’s degree","Mathematics or statistics","Not employed",NA,NA,"Probably not",NA,"AWS","Amazon Web Services (AWS)"
"1414",13686,"Male","25-29","Italy","Bachelor’s degree","Physics or astronomy",NA,"Shipping/Transportation","1-2","Probably not",NA,"AWS",NA
"1415",13694,"Male","45-49","Netherlands","No formal education past high school",NA,"Consultant","Insurance/Risk Assessment","20-25","Probably not",NA,"AWS",NA
"1416",13972,"Male","22-24","Brazil","Master’s degree","Mathematics or statistics","Student","I am a student","4-5",NA,NA,"AWS",NA
"1417",14075,"Male","30-34","India","Bachelor’s degree","Engineering (non-computer focused)","DBA/Database Engineer",NA,"10-15","Definitely yes",NA,"AWS",NA
"1418",14435,"Male","25-29","Germany","Master’s degree","Engineering (non-computer focused)","Student","I am a student","1-2",NA,NA,"AWS",NA
"1419",14650,"Female","22-24","India","Master’s degree","Physics or astronomy","Statistician","Marketing/CRM","0-1",NA,NA,"AWS",NA
"1420",14803,"Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Not employed",NA,NA,NA,NA,"AWS",NA
"1421",14834,"Male","18-21","India","Bachelor’s degree",NA,"Student","I am a student","2-3",NA,NA,"AWS",NA
"1422",14896,"Female","22-24","China","Master’s degree","Mathematics or statistics","Student","I am a student","1-2",NA,NA,"AWS",NA
"1423",15013,"Male","25-29","India","Master’s degree","Engineering (non-computer focused)","Not employed",NA,NA,"Definitely not",NA,"AWS","Amazon Web Services (AWS)"
"1424",15035,"Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","0-1",NA,NA,"AWS",NA
"1425",15260,"Male","22-24","China","Master’s degree","Engineering (non-computer focused)","Student","I am a student","0-1","Probably not",NA,"AWS",NA
"1426",15328,"Male","55-59","Brazil","Doctoral degree","Engineering (non-computer focused)","Software Engineer","Academics/Education","25-30",NA,NA,"AWS",NA
"1427",15338,"Male","22-24","United States of America","Bachelor’s degree","Mathematics or statistics","Student","I am a student","3-4",NA,NA,"AWS",NA
"1428",15524,"Male","25-29","Brazil","Doctoral degree","Physics or astronomy","Research Scientist","Academics/Education","1-2",NA,NA,"AWS",NA
"1429",15582,"Female","22-24","India","Master’s degree","Mathematics or statistics","Not employed",NA,NA,"Definitely not",NA,"AWS",NA
"1430",15646,"Female","22-24","United States of America","Master’s degree","Mathematics or statistics","Student","I am a student",NA,NA,NA,"AWS",NA
"1431",15651,"Male","22-24","United States of America","Master’s degree","Engineering (non-computer focused)","Data Scientist","I am a student","0-1",NA,NA,"AWS",NA
"1432",15674,"Male","22-24","India","I prefer not to answer","Engineering (non-computer focused)","Student","I am a student","0-1",NA,NA,"AWS",NA
"1433",15771,"Female","22-24","United States of America","Bachelor’s degree","Mathematics or statistics","Research Scientist","Military/Security/Defense","0-1",NA,NA,"AWS",NA
"1434",15807,"Male","22-24","China","Master’s degree","Mathematics or statistics","Student","Computers/Technology","1-2",NA,NA,"AWS",NA
"1435",16027,"Female","25-29","I do not wish to disclose my location","Master’s degree","Mathematics or statistics","Student","I am a student","1-2",NA,NA,"AWS",NA
"1436",16128,"Male","22-24","India","Some college/university study without earning a bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","3-4",NA,NA,"AWS",NA
"1437",16307,"Male","25-29","United States of America","Master’s degree","Engineering (non-computer focused)","Software Engineer","Online Service/Internet-based Services","3-4",NA,NA,"AWS",NA
"1438",16526,"Male","25-29","China","Bachelor’s degree","Physics or astronomy","Research Scientist","I am a student","2-3",NA,NA,"AWS",NA
"1439",16572,"Male","22-24","Japan","I prefer not to answer","Physics or astronomy","Student","I am a student","4-5",NA,NA,"AWS",NA
"1440",16585,"Male","22-24","United States of America","Master’s degree","Engineering (non-computer focused)",NA,"Military/Security/Defense","2-3",NA,NA,"AWS",NA
"1441",16610,"Prefer not to say","22-24","India","I prefer not to answer","Engineering (non-computer focused)","Not employed",NA,NA,NA,NA,"AWS",NA
"1442",16649,"Female","25-29","India","Master’s degree","Engineering (non-computer focused)","Consultant","Computers/Technology","5-10",NA,NA,"AWS",NA
"1443",16678,"Male","18-21","South Korea","Some college/university study without earning a bachelor’s degree","Mathematics or statistics","Student","I am a student","0-1",NA,NA,"AWS",NA
"1444",16685,"Male","25-29","Indonesia","Master’s degree","Engineering (non-computer focused)","Software Engineer","Retail/Sales","0-1",NA,NA,"AWS",NA
"1445",16738,"Male","22-24","China","Master’s degree",NA,"Student","I am a student","1-2",NA,NA,"AWS",NA
"1446",16749,"Male","35-39","Israel","Master’s degree","Engineering (non-computer focused)","Product/Project Manager","Government/Public Service","10-15",NA,NA,"AWS",NA
"1447",16766,"Prefer not to say","18-21","Mexico","Some college/university study without earning a bachelor’s degree","Mathematics or statistics","Student","I am a student","2-3",NA,NA,"AWS",NA
"1448",16793,"Male","18-21","United States of America","Some college/university study without earning a bachelor’s degree","Engineering (non-computer focused)","Student","Computers/Technology","0-1",NA,NA,"AWS",NA
"1449",17031,"Female","25-29","United States of America","Master’s degree","Mathematics or statistics","Data Scientist","Marketing/CRM","0-1",NA,NA,"AWS",NA
"1450",17068,"Male","22-24","Colombia","Some college/university study without earning a bachelor’s degree","Engineering (non-computer focused)","Software Engineer","I am a student","1-2","Probably not",NA,"AWS",NA
"1451",17131,"Female","25-29","United States of America","Master’s degree","Mathematics or statistics","Student","Insurance/Risk Assessment","2-3",NA,NA,"AWS",NA
"1452",17171,"Male","30-34","Spain","Doctoral degree","Physics or astronomy","Research Scientist","Academics/Education","0-1",NA,NA,"AWS",NA
"1453",17310,"Male","25-29","United States of America","Doctoral degree","Mathematics or statistics","Not employed",NA,NA,"Probably yes",NA,"AWS",NA
"1454",17344,"Male","30-34","I do not wish to disclose my location","Master’s degree","Engineering (non-computer focused)","Research Assistant","Academics/Education","2-3",NA,NA,"AWS",NA
"1455",17359,"Male","22-24","United States of America","Some college/university study without earning a bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","2-3",NA,NA,"AWS",NA
"1456",17372,"Male","22-24","India","Bachelor’s degree","Engineering (non-computer focused)","Data Analyst","Computers/Technology","3-4",NA,NA,"AWS",NA
"1457",17387,"Male","30-34","United States of America","Master’s degree","Mathematics or statistics","Data Analyst","Computers/Technology","1-2",NA,NA,"AWS",NA
"1458",17480,"Male","18-21","India","No formal education past high school",NA,"Student","I am a student","1-2",NA,NA,"AWS",NA
"1459",17541,"Female","30-34","United States of America","Bachelor’s degree","Engineering (non-computer focused)",NA,NA,"5-10",NA,NA,"AWS",NA
"1460",17570,"Male","22-24","China","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","1-2",NA,NA,"AWS",NA
"1461",17636,"Male","22-24","United States of America","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","1-2",NA,NA,"AWS",NA
"1462",17699,"Male","22-24","China","Some college/university study without earning a bachelor’s degree","Engineering (non-computer focused)","Student","Computers/Technology","1-2",NA,NA,"AWS",NA
"1463",17707,"Male","22-24","United States of America","Doctoral degree","Engineering (non-computer focused)","Student","Academics/Education","4-5",NA,NA,"AWS",NA
"1464",17718,"Female","55-59","United States of America","Bachelor’s degree","Engineering (non-computer focused)",NA,"Computers/Technology","2-3",NA,NA,"AWS",NA
"1465",17812,"Female","18-21","India","Bachelor’s degree",NA,"Data Analyst","Accounting/Finance",NA,"Definitely not",NA,"AWS",NA
"1466",17832,"Male","25-29","India","Master’s degree","Engineering (non-computer focused)","Student","I am a student","0-1",NA,NA,"AWS",NA
"1467",18026,"Male","18-21","Mexico","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","1-2","Maybe",NA,"AWS",NA
"1468",18092,"Male","30-34","United States of America","Master’s degree","Engineering (non-computer focused)","Data Engineer","Academics/Education","5-10","Probably not",NA,"AWS","Amazon Web Services (AWS)"
"1469",18114,"Male","25-29","Nigeria","No formal education past high school",NA,"Student","I am a student","0-1",NA,NA,"AWS",NA
"1470",18210,"Male","22-24","United States of America","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","2-3",NA,NA,"AWS",NA
"1471",18244,"Male","35-39","United States of America","Master’s degree","Engineering (non-computer focused)","Data Engineer","Computers/Technology","5-10",NA,NA,"AWS",NA
"1472",18245,"Male","30-34","Canada","Master’s degree","Environmental science or geology","Student","Energy/Mining","4-5",NA,NA,"AWS",NA
